,string_text
1187,"9. Bob Dylan - Rough & Rowdy Ways
"
1188,"8. Waxahatchie - Saint Cloud
"
1189,"7. Elephant Tree - Habits
"
1190,"6. Rolling Blackouts Coastal Fever - Sideways to New Italy
"
1191,"5. The Killers - Imploding the Mirage
"
1192,"4. Margo Price - That’s How Rumors Get Started
"
1193,"3. Pallbearer - Forgotten Days
"
1194,"2. Laura Marling - Song For Our Daughter
"
1195,"1. Perfume Genius - Set My Heart on Fire Immediately
"
1196,"12/1/20 11:07 AM+10REPLY
"
1197,"12/1/20 12:51 PM+1REPLY
"
1198,"12/1/20 6:34 PM0REPLY
"
1199,"12/1/20 1:38 PM+1REPLY
"
1200,"12/1/20 6:35 PM0REPLY
"
1201,"12/1/20 4:21 PM+1REPLY
"
1202,"12/1/20 6:33 PM0REPLY
"
1203,"12/1/20 7:36 PM+1REPLY
"
1204,"12/1/20 11:09 AM0REPLY
"
1205,"12/1/20 11:12 AM+1REPLY
"
1206,"12/1/20 11:19 AM-1REPLY
"
1207,"12/1/20 11:25 AM-1REPLY
"
1208,"12/1/20 11:51 AM+1REPLY
"
1209,"12/1/20 12:47 PM0REPLY
"
1210,"12/1/20 4:47 PM+2REPLY
"
1211,"12/1/20 2:38 PM+1REPLY
"
1212,"12/1/20 11:10 AM0REPLY
"
1213,"2020 was a slow year for me yikes… I spent more time digging up older music then listening to new stuff, but it was all new to me, and honestly Night Moves was all I wanted to listen to after discovering them, so…
"
1214,"12/1/20 11:10 AM+3REPLY
"
1215,"12/1/20 6:36 PM0REPLY
"
1216,"12/1/20 11:11 AM-3REPLY
"
1217,"12/1/20 11:12 AM0REPLY
"
1218,"12/1/20 5:16 PM0REPLY
"
1219,"12/2/20 10:33 AM0REPLY
"
1220,"12/1/20 11:14 AM+6REPLY
"
1221,"1) Fleet Foxes - Shore
"
1222,"2) Fiona Apple - Fetch the Bolt Cutters
"
1223,"3) Run the Jewels - RTJ4
"
1224,"4) The Mountain Goats - Getting Into Knives
"
1225,"5) Dirty Projectors - 5EPs
"
1226,"12/1/20 11:15 AM+3REPLY
"
1227,"20. Never Not Together by Nada Surf
"
1228,"19. Bobby's Motel by Pottery
"
1229,"18. Brave Faces Everyone by Spanish Love Songs
"
1230,"17. No Dream by Jeff Rosenstock
"
1231,"16. Marigold by Pinegrove
"
1232,"15. Dear Life by Brendan Benson
"
1233,"14. Blue Hearts by Bob Mould
"
1234,"13. Imploding the Mirage by the Killers
"
1235,"12. Fetch the Bolt Cutters by Fiona Apple
"
1236,"11. Honeymoon by Beach Bunny
"
1237,"10. Sex, Death & the Infinite Void by Creeper
"
1238,"9. SUGAREGG by Bully
"
1239,"8. Silver Landings by Mandy Moore
"
1240,"7. Hit to Hit by 2nd Grade
"
1241,"6. folklore by Taylor Swift
"
1242,"5. Women in Music Pt. III by Haim
"
1243,"4. Letter to You by Bruce Springsteen
"
1244,"3. Punisher by Phoebe Bridgers
"
1245,"2. Teenage Halloween by Teenage Halloween
"
1246,"1. Saint Cloud by Waxahatchee
"
1247,"12/1/20 11:17 AM+13REPLY
"
1248,"12/1/20 11:53 AM+3REPLY
"
1249,"12/1/20 12:38 PM+1REPLY
"
1250,"12/1/20 11:23 AM+4REPLY
"
1251,"12/1/20 12:58 PM0REPLY
"
1252,"12/1/20 1:43 PM0REPLY
"
1253,"12/1/20 4:28 PM+3REPLY
"
1254,"12/1/20 5:14 PM0REPLY
"
1255,"12/1/20 11:26 AM+5REPLY
"
1256,"12/1/20 11:54 AM+4REPLY
"
1257,"12/1/20 12:19 PM+5REPLY
"
1258,"12/1/20 12:53 PM+4REPLY
"
1259,"12/1/20 1:12 PM+2REPLY
"
1260,"12/1/20 1:40 PM+3REPLY
"
1261,"12/1/20 5:13 PM+1REPLY
"
1262,"12/1/20 9:07 PM0REPLY
"
1263,"1. Notre-Dam- Klo Plegag
"
1264,"2. Descendants of Kane- Ka
"
1265,"3. Mystic Familiar- Dan Deacon
"
1266,"4. RTJ4- RTJ
"
1267,"5. The Price of Tea in China- Boldy James and Alchemist
"
1268,"12/1/20 11:26 AM+5REPLY
"
1269,"12/1/20 1:10 PM+4REPLY
"
1270,"12/1/20 1:40 PM+4REPLY
"
1271,"12/1/20 2:15 PM+1REPLY
"
1272,"12/1/20 2:21 PM+1REPLY
"
1273,"1. Taylor Swift - folklore
"
1274,"2. Phoebe Bridgers - Punisher
"
1275,"3. Sada Baby's entire 2020 output
"
1276,"4. Waxahatchee - Saint Cloud
"
1277,"5. The Strokes - The New Abnormal
"
1278,"6. Ratboys - Printer's Devil
"
1279,"7. Run the Jewels - RTJ4
"
1280,"8. Soccer Mommy - Color Theory
"
1281,"9. Sufjan Stevens - The Ascension
"
1282,"10. Destroyer - Have We Met
"
1283,"11. Laura Marling - Song For Our Daughter
"
1284,"12. Charli XCX - how i'm feeling now
"
1285,"13. Illuminati Hotties - Free I.H...
"
1286,"14. Samia - The Baby
"
1287,"15. Jessie Ware - What's Your Pleasure?
"
1288,"16. The Beths - Jump Rope Gazers
"
1289,"17. Against All Logic - 2017 - 2019
"
1290,"18. Fiona Apple - Fetch the Bolt Cutters
"
1291,"19. Lil Uzi Vert - Eternal Atake
"
1292,"20. Oneohtrix Point Never - Magic Oneohtrix Point Never
"
1293,"12/1/20 11:26 AM+10REPLY
"
1294,"12/1/20 11:28 AM-8REPLY
"
1295,"1. Protomartyr - ""Ultimate Success Today""
"
1296,"2. Fleet Foxes - ""Shore""
"
1297,"3. A.A.L. - ""2017-2019""
"
1298,"4. Cindy Lee - ""What's Tonight To Eternity""
"
1299,"5.Yves Tumor - ""Heaven to a Tortured Mind""
"
1300,"6. William Basinksi - ""Lamentations""
"
1301,"7. Vladislav Delay - ""Rakka""
"
1302,"8. MIKE - ""Weight of the World""
"
1303,"9. Nicolas Jaar - ""Cenizas""
"
1304,"10. Mary Lattimore - ""Silver Ladders""
"
1305,"11. Fluisteraars - ""Bloem""
"
1306,"12. Aesop Rock - ""Spirit World Field Guide""
"
1307,"13. Panopticon - ""Rune's Heart"" (EP)
"
1308,"14. Molchat Doma - ""Monument""
"
1309,"15. Helena Deland - ""Someone New""
"
1310,"12/1/20 11:30 AM+11REPLY
"
1311,"12/1/20 11:54 AM+5REPLY
"
1312,"12/1/20 12:08 PM+2REPLY
"
1313,"12/1/20 1:33 PM+1REPLY
"
1314,"12/1/20 4:34 PM+1REPLY
"
1315,"12/1/20 12:09 PM+1REPLY
"
1316,"12/1/20 12:17 PM+1REPLY
"
1317,"12/1/20 11:30 AM-8REPLY
"
1318,"12/1/20 2:09 PM+1REPLY
"
1319,"12/1/20 11:31 AM+8REPLY
"
1320,"12/1/20 12:03 PM+8REPLY
"
1321,"12/1/20 1:14 PM+1REPLY
"
1322,"12/1/20 1:54 PM+1REPLY
"
1323,"12/1/20 5:51 PM0REPLY
"
1324,"12/1/20 6:39 PM0REPLY
"
1325,"1. Grimes - Miss Anthropocene (started at 1 and never wavered, my fav Grimes album yet)
"
1326,"2. Boldy James - Price of Tea in China
"
1327,"3. Ella Minus - acts of rebellion (best discovery)
"
1328,"4. Infant Island - Beneath (kept climbing up as the year went on)
"
1329,"5. Empty Country - S/T
"
1330,"6. RTJ4
"
1331,"7. Phoebe Bridgers - Punisher
"
1332,"8. Kelly Lee Owens - Inner Song
"
1333,"9. Eve Owen - Don’t Let the Ink Dry (another gorgeous album that kept getting better)
"
1334,"10. Record Setter - I Owe You Nothing (maybe would’ve been higher had it come out sooner)
"
1335,"12/1/20 11:33 AM+8REPLY
"
1336,"12/1/20 11:57 AM+1REPLY
"
1337,"12/1/20 12:27 PM+2REPLY
"
1338,"12/1/20 12:04 PM+5REPLY
"
1339,"12/1/20 12:24 PM+5REPLY
"
1340,"12/1/20 1:10 PM+3REPLY
"
1341,"12/1/20 4:51 PM+3REPLY
"
1342,"12/1/20 5:59 PM0REPLY
"
1343,"12/1/20 8:21 PM0REPLY
"
1344,"1. Nicolas Jaar - Cenizas
"
1345,"2. Charli XCX - how i am feeling now
"
1346,"3. Phoebe Bridgers - Punisher
"
1347,"4. Fiona Apple — Fetch The Bolt Cutters
"
1348,"5. Arca - KiCk i
"
1349,"6. Perfume Genius - Set My Heart on Fire Immediately
"
1350,"7. Klô Pelgag - Notre-Dame-des-Sept-Douleurs
"
1351,"8. A.G. Cook - 7G
"
1352,"9. Adrianne Lenker - songs
"
1353,"10. Bad Bunny - El Ultimo Tour del Mundo
"
1354,"11. Fontaines D.C. - A Hero's Death
"
1355,"12. Jonathan Fitoussi - Plein Soleil
"
1356,"13. Deerhoof - Future Teenage Cave Artists
"
1357,"14. Róisín Murphy - Róisín Machine
"
1358,"15. The Mountain Goats - Songs for Pierre Chuvin
"
1359,"16. Run the Jewels - RTJ4
"
1360,"17. Sylvan Esso - Free Love
"
1361,"18. Yaeji - WHAT WE DREW 우리가 그려왔던
"
1362,"19. Emma Ruth Bundle / Thou - May Our Chambers Be Full
"
1363,"20. Slift - Ummon
"
1364,"12/1/20 11:37 AM+7REPLY
"
1365,"12/1/20 12:52 PM+1REPLY
"
1366,"12/1/20 4:27 PM+1REPLY
"
1367,"12/1/20 12:58 PM+1REPLY
"
1368,"12/1/20 4:29 PM0REPLY
"
1369,"1. Homegrown - Neil Young
"
1370,"2. Microphones in 2020
"
1371,"3. New Abnormal - Strokes
"
1372,"4. Valium Aggelein Reissue
"
1373,"5. Rough and Rowdy Ways - Bob Dylan
"
1374,"6. Shore - Fleet Foxes
"
1375,"7. Slow Rush - Tame Impala
"
1376,"8. Protean Threat - Osees
"
1377,"9. Suddenly - Caribou
"
1378,"10. Future Teenage Cave Artists - Deerhoof
"
1379,"12/1/20 11:43 AM+9REPLY
"
1380,"01. Fleet Foxes - Shore
"
1381,"02. Deep Sea Diver - Impossible Weight
"
1382,"03. Ratboys - Printer's Devil
"
1383,"04. I'm Glad It's You - Every Sun, Every Moon
"
1384,"05. Amos Pitsch - Acid Rain
"
1385,"06. Taylor Swift - Folklore
"
1386,"07. The Mountain Goats - Getting Into Knives
"
1387,"08. Run the Jewels - RTJ4
"
1388,"09. Beabadoobee - Fake It Flowers
"
1389,"10. Nine Inch Nails - Ghosts V: Together
"
1390,"11. EOB - Earth
"
1391,"12. Loma - Don't Shy Away
"
1392,"13. Nicole Atkins - Italian Ice
"
1393,"14. X - Alphabetland
"
1394,"15. The Beths - Jump Rope Gazers
"
1395,"12/1/20 11:44 AM+7REPLY
"
1396,"12/1/20 8:23 PM+1REPLY
"
1397,"12/2/20 1:40 AM+1REPLY
"
1398,"1. Dogleg - Melee
"
1399,"2. Phoebe Bridgers - Punisher
"
1400,"3. Deli Girls - BOSS
"
1401,"4. Porridge Radio - Every Bad
"
1402,"5. Frankie & the Witch Fingers - Monsters Eating People Eating Monsters...
"
1403,"6. Gulch - Impenetrable Cerebral Fortress
"
1404,"7. Peel Dream Magazine - Agitprop Alterna
"
1405,"8. Hum - Inlet
"
1406,"9. Dua Lipa - Future Nostalgia
"
1407,"10. I Break Horses - Warnings
"
1408,"11. Salem - Fires In Heaven
"
1409,"12. Arca - KiCk i
"
1410,"13. Caribou - Suddenly
"
1411,"14. Higher Power - 27 Miles Underwater
"
1412,"15. Actress - Karma & Desire
"
1413,"16. Code Orange - Beneath
"
1414,"17. John War - Fantasy
"
1415,"18. Nation of Language - Introduction, Presence
"
1416,"19. Grimes - Miss Anthropocene
"
1417,"20. Soccer Mommy - Color Theory
"
1418,"12/1/20 11:48 AM+9REPLY
"
1419,"12/1/20 6:41 PM+1REPLY
"
1420,"12/1/20 11:57 AM+1REPLY
"
1421,"12/1/20 12:09 PM+1REPLY
"
1422,"12/1/20 12:10 PM+1REPLY
"
1423,"12/1/20 12:33 PM0REPLY
"
1424,"12/1/20 10:04 PM0REPLY
"
1425,"12/1/20 1:02 PM0REPLY
"
1426,"12/1/20 10:05 PM0REPLY
"
1427,"1. My Morning Jacket - the Waterfall II
"
1428,"2. Run the Jewels - RtJ4
"
1429,"3. Waxahatchee - Saint Cloud
"
1430,"4. SLIFT - Ummon
"
1431,"5. Four Tet - Sixteen Oceans
"
1432,"6. Bananagun - The True Story of Bananagun
"
1433,"7. Pearl Jam - Gigaton (that's right, fuck off)
"
1434,"8. Boldy James - The Price of Tea in China (Manger on McNichols over this is such a lame take)
"
1435,"9. Black Thoughts - Streams of Thought 3 (but...but..they had Portugal the Man on there, it must suck!)
"
1436,"10. Freddie Gibbs - Alfredo
"
1437,"11. Greg Dulli - random Desire
"
1438,"12. Keleketla! - Keleketla!
"
1439,"13. The Strokes - The New Abnormal
"
1440,"14. Jay Electronica - A Written Testimony
"
1441,"15. Chance デラソウル - Besides
"
1442,"16. King Gizzard - K. G.
"
1443,"17. RAP Ferreira - Purple Moonlight Pages
"
1444,"18. Shabazz Palaces - The Don of Diamond Dreams
"
1445,"19. Stephen Malkmus - Traditional techniques
"
1446,"20. SAULT - Untitled (Black Is)
"
1447,"12/1/20 12:09 PM+6REPLY
"
1448,"12/1/20 12:12 PM+2REPLY
"
1449,"12/1/20 12:13 PM+2REPLY
"
1450,"12/1/20 12:41 PM+1REPLY
"
1451,"12/1/20 12:57 PM+1REPLY
"
1452,"12/1/20 6:43 PM+1REPLY
"
1453,"12/1/20 12:21 PM+3REPLY
"
1454,"1. Fleet Foxes-Shore
"
1455,"2. Andy Shauf-The Neon Skyline
"
1456,"3. Rolling Blackouts Coastal Fever-Sideways to New Italy
"
1457,"4. Dogleg-Melee
"
1458,"5. Pottery-Welcome to Bobby's Motel
"
1459,"6. Nation of Language-Introduction, Presence
"
1460,"7. Jeff Rosenstock-NO DREAM
"
1461,"8. Eve Owen-Don't Let the Ink Dry
"
1462,"9. Teenage Halloween-Teenage Halloween
"
1463,"10. Hamilton Leithauser-The Loves of Your Life
"
1464,"11. Vundabar-Either Light
"
1465,"12. Fiona Apple-Fetch the Bolt Cutters
"
1466,"13. Dua Lipa-Future Nostalgia
"
1467,"14. Everything Everything-RE-ANIMATOR
"
1468,"15. The Districts-You Know I'm Not Going Anywhere
"
1469,"16. Beach Bunny-Honeymoon
"
1470,"17. I Love Your Lifestyle-No Driver
"
1471,"18. Doves-The Universal Want
"
1472,"19. Retirement Party-Runaway Dog
"
1473,"20. Perfume Genius-Set My Heart On Fire Immediately
"
1474,"21. Bartees Strange-Live Forever
"
1475,"22. Soccer Mommy-color theory
"
1476,"23. Jessie Ware-What's Your Pleasure?
"
1477,"24. Caribou-Suddenly
"
1478,"25. Khruangbin-Mordechai
"
1479,"26. Laura Marling-Song for Our Daughter
"
1480,"27. I Break Horses-Warnings
"
1481,"28. The Killers-Imploding the Mirage
"
1482,"29. Empty Country-Empty Country
"
1483,"30. Deep Sea Diver-Impossible Weight
"
1484,"12/1/20 12:22 PM+14REPLY
"
1485,"12/1/20 1:42 PM+2REPLY
"
1486,"12/1/20 4:41 PM+1REPLY
"
1487,"12/1/20 12:23 PM+3REPLY
"
1488,"12/1/20 12:36 PM+2REPLY
"
1489,"1. Saint cloud - waxahatchee
"
1490,"2. How im feeling now - Charli XCX
"
1491,"3. Kick I - arca
"
1492,"4. Dedicated side b - Carly rae Jepson
"
1493,"5. Magic Oneohtrix Point Never - Oneohtrix Point Never
"
1494,"6. Mydata - Katie Dey
"
1495,"7. Made in heaven - Cecile believe
"
1496,"8. YHLQMDLG - bad bunny
"
1497,"9. Songs - Adrianne Lenker
"
1498,"10. Phoebe Bridgers - punisher
"
1499,"11. Miss anthropocene - Grimes
"
1500,"12. Color theory - soccer mommy
"
1501,"13. Folklore - Taylor Swift
"
1502,"14. 1000 Gecs and the tree of clues - 100 gecs
"
1503,"15. 5EPs – Dirty Projectors
"
1504,"16. We are who we are score. Devonte Hynes
"
1505,"17. AG Cook - 7 x 7
"
1506,"18. Sundowner - Kevin Morby
"
1507,"19. Aaron Cartier Best Dog - Aaron Cartier
"
1508,"12/1/20 12:28 PM+3REPLY
"
1509,"12/1/20 12:34 PM0REPLY
"
1510,"12/1/20 12:30 PM+10REPLY
"
1511,"12/1/20 12:38 PM+1REPLY
"
1512,"12/1/20 1:21 PM+1REPLY
"
1513,"12/1/20 12:36 PM+9REPLY
"
1514,"12/1/20 1:22 PM+1REPLY
"
1515,"12/1/20 6:23 PM0REPLY
"
1516,"12/1/20 6:45 PM0REPLY
"
1517,"1. HAIM: Women in Music, Pt. III
"
1518,"2. Fleet Foxes: Shore
"
1519,"3. Bonny Light Horseman: Bonny Light Horseman
"
1520,"4. Tame Impala: The Slow Rush
"
1521,"5. Pure X: Pure X
"
1522,"6. Waxahatchee: Saint Cloud
"
1523,"7. Phoebe Bridgers: Punisher
"
1524,"8. Sufjan Stevens: The Ascension
"
1525,"9. Freddie Gibbs & The Alchemist: Alfredo
"
1526,"10. R.A.P. Ferreira: Purple Moonlight Pages
"
1527,"11. Thundercat: It Is What It Is
"
1528,"12. The Microphones: Microphones in 2020
"
1529,"13. Kevin Morby: Sundowner
"
1530,"14. Boldy James: The Price of Tea in China
"
1531,"15. Yves Tumor: Heaven to a Tortured Mind
"
1532,"16. Against All Logic: 2017 - 2019
"
1533,"17. No Age: Goons Be Gone
"
1534,"18. Rolling Blackouts Coastal Fever: Sideways to New Italy
"
1535,"19. The Strokes: The New Abnormal
"
1536,"20. I Break Horses: Warnings
"
1537,"12/1/20 12:37 PM+10REPLY
"
1538,"12/1/20 1:43 PM+2REPLY
"
1539,"12/1/20 1:53 PM+2REPLY
"
1540,"1975 - Notes on a Conditional Form
"
1541,"12/1/20 12:43 PM+3REPLY
"
1542,"12/1/20 12:44 PM+4REPLY
"
1543,"12/1/20 12:44 PM+2REPLY
"
1544,"12/1/20 1:18 PM+1REPLY
"
1545,"12/1/20 1:44 PM+1REPLY
"
1546,"12/1/20 12:45 PM+5REPLY
"
1547,"12/1/20 4:34 PM+2REPLY
"
1548,"12/1/20 6:40 PM0REPLY
"
1549,"12/1/20 6:40 PM0REPLY
"
1550,"12/1/20 8:57 PM0REPLY
"
1551,"1. Destroyer | Have We Met
"
1552,"2. SAULT | Untitled (Black Is)
"
1553,"3. Protomartyr | Ultimate Success Today
"
1554,"4. Osees | Protean Threat
"
1555,"5. Sleaford Mods | All That Glue
"
1556,"6. Freddie Gibbs | Alfredo
"
1557,"7. Jay Electronica | A written testimony
"
1558,"8. Yves Tumor | Heaven to a Tortured Mind
"
1559,"9. Shabazz Palaces | The Don of Diamond Dreams
"
1560,"10. Khruangbin | Mordechai
"
1561,"11. Sweeping Promises | Hunger for A Way Out
"
1562,"12/1/20 12:49 PM+6REPLY
"
1563,"12/1/20 1:53 PM+1REPLY
"
1564,"20. Disclosure - Energy (My High)
"
1565,"19. Arca - Kick I (Mesquetrefe)
"
1566,"18. Metz - Atlas Vending (A Boat to Drown In)
"
1567,"17. Mac Miller - Circles (Everybody)
"
1568,"16. Perfume Genius - Set My Heart On Fire Immediately (On the Floor)
"
1569,"15. Freddie Gibbs & the Alchemist - Alfredo (Baby $hit)
"
1570,"14. EOB - Earth (Olympik)
"
1571,"13. The Weeknd - After Hours (After Hours)
"
1572,"12. Clipping. - Visions of Bodies Being Burned (Say the Name)
"
1573,"11. The Microphones - The Microphones in 2020 (hmmm...)
"
1574,"10. Caribou- Suddenly (Never Come Back)
"
1575,"9. King Gizzard & the Lizard Wizard - K.G. (The Hungry Wolf of Fate)
"
1576,"8. Fleet Foxes - Shore (Quiet Air/Gioia)
"
1577,"7. Deftones - Ohms (Urantia)
"
1578,"6. The Strokes - The New Abnormal (The Adults Are Talking)
"
1579,"5. Sufjan Stevens - The Ascension (Sugar)
"
1580,"4. Phoebe Bridgers - Punisher (I Know the End)
"
1581,"3. Protomartyr - Ultimate Success Today (Worm In Heaven)
"
1582,"2. Run the Jewels - RTJ4 (Walking in the Snow)
"
1583,"1. Fiona Apple- Fetch the Bolt Cutters (I Want You to Love Me)
"
1584,"12/1/20 12:50 PM+6REPLY
"
1585,"12/1/20 1:30 PM+2REPLY
"
1586,"12/1/20 12:51 PM+4REPLY
"
1587,"12/1/20 2:43 PM0REPLY
"
1588,"12/1/20 12:52 PM+2REPLY
"
1589,"12/1/20 1:55 PM0REPLY
"
1590,"12/1/20 12:52 PM+2REPLY
"
1591,"12/1/20 1:01 PM+1REPLY
"
1592,"2nd Grade
"
1593,"12/1/20 12:54 PM+5REPLY
"
1594,"12/1/20 2:04 PM0REPLY
"
1595,"12/1/20 7:03 PM0REPLY
"
1596,"1. Fiona Apple: Fetch the Bolt Cutters
"
1597,"2. Torres: Silver Tongue
"
1598,"3. Porridge Radio: Every Bad
"
1599,"4. Soccer Mommy: color theory
"
1600,"5. Phoebe Bridgers: Punisher
"
1601,"6. Eve Owen: Don’t Let The Ink Dry
"
1602,"7. Silverbacks: Fad
"
1603,"8. Hayley Williams: Petals for Armor
"
1604,"9. This Is The Kit: Off Off On
"
1605,"10. Doves: The Universal Want
"
1606,"11. Waxahatchee: Saint Cloud
"
1607,"12. Anjimile: Giver Taker
"
1608,"13. Taylor Swift: folklore
"
1609,"14. The Killers: Imploding the Mirage
"
1610,"15. Bambara: Stray
"
1611,"16. Sufjan Stevens: The Ascension
"
1612,"17. Braids: Shadow Offering
"
1613,"18. Becca Mancari: The Greatest Part
"
1614,"19. Kaki King: Modern Yesterdays
"
1615,"20. Grimes: Miss Anthropocene
"
1616,"12/1/20 12:55 PM+4REPLY
"
1617,"12/1/20 12:55 PM+4REPLY
"
1618,"12/1/20 1:21 PM+1REPLY
"
1619,"1) Destroyer (most surprising omission for me!)
"
1620,"2) Bob Dylan (can't believe he still had a great one in him)
"
1621,"3) Freddie Gibbs & Alchemist
"
1622,"4) Autechre
"
1623,"5) Adrienne Lenker
"
1624,"6) Fontaines DC
"
1625,"7) Actress (electronic needs more coverage on the Gum!)
"
1626,"8) Tame Impala (underrated)
"
1627,"9) Caribou
"
1628,"10) SAULT
"
1629,"12/1/20 12:56 PM+4REPLY
"
1630,"12/1/20 12:59 PM+4REPLY
"
1631,"12/1/20 4:20 PM+2REPLY
"
1632,"12/1/20 4:37 PM0REPLY
"
1633,"12/1/20 1:20 PM+1REPLY
"
1634,"01. HAIM - Women in Music, Pt III
"
1635,"02. Tame Impala - The Slow Rush
"
1636,"03. The 1975 - Notes on a Conditional Form
"
1637,"04. Mac Miller - Circles
"
1638,"05. beabadoobee - Fake It Flowers
"
1639,"06. Nature Of - The Mean
"
1640,"07. Rina Sawayama - SAWAYAMA
"
1641,"08. Boyish - Garden Spider
"
1642,"09. Jessie Ware - What's Your Pleasure?
"
1643,"10. Fiona Apple - Fetch the Bolt Cutters
"
1644,"12/1/20 1:00 PM+5REPLY
"
1645,"12/1/20 1:01 PM+2REPLY
"
1646,"12/1/20 7:04 PM+2REPLY
"
1647,"12/1/20 1:09 PM0REPLY
"
1648,"12/1/20 1:10 PM0REPLY
"
1649,"12/1/20 1:11 PM+1REPLY
"
1650,"12/1/20 3:22 PM0REPLY
"
1651,"12/1/20 5:50 PM0REPLY
"
1652,"12/1/20 1:14 PM+5REPLY
"
1653,"1. Kylie Minogue - DISCO
"
1654,"2. EARTHEATER - Phoenix
"
1655,"3. Jessie Ware - What’s Your Pleasure
"
1656,"4. Roisin Murphy - Roisin Machine
"
1657,"5. Kali Uchis - Sin miedo (del amor y otros demonios) ∞
"
1658,"6. William Basinski - Lamentations
"
1659,"7.36 - Stasis Sounds for Long​-​Distance Space Travel
"
1660,"8. Jessy Lanza - All the Time
"
1661,"9. Mary Lattimore - Silver Ladders
"
1662,"10. Tennis - Swimmer
"
1663,"11. TOPS - I feel alive
"
1664,"12. Kate NV - Room for the moon
"
1665,"13. Julianna Barwick - Healing is A Miracle
"
1666,"14. Destroyer - Have We Met
"
1667,"15. Deerhoof - Future Teenage Cave Artists
"
1668,"16. Jackie Lynn - Jacqueline
"
1669,"17. The Flaming Lips - American Head
"
1670,"18.U.S. Girls - Heavy Light
"
1671,"19. The Killers - Imploding the Mirage
"
1672,"20. chole x halle - ungodly hour
"
1673,"21.Rina Sawayama - Sawayama
"
1674,"22. Elvis Costello - Hello, Clockface
"
1675,"23. Bright Eyes - Down in the weeds
"
1676,"24. Protomartyr - ultimate success today
"
1677,"25. Sparks - A steady drip drip
"
1678,"26. Jarvis Cocker - Jarv Is...
"
1679,"27. Daniel Blumberg - On & On
"
1680,"28. dan deacon - mystic familiar
"
1681,"29. Jim o rourke - shutting down here
"
1682,"30. Flo milli - ho, why is you here
"
1683,"12/1/20 1:16 PM+4REPLY
"
1684,"12/1/20 3:06 PM+3REPLY
"
1685,"01. Nothing - The Great Dismal
"
1686,"02. Soccer Mommy - Color Theory
"
1687,"03. Sadness - Alluring the distant eye
"
1688,"04. Hum - Inlet
"
1689,"05. Sumac - May You Be Held
"
1690,"06 & 07. Old Man Gloom - Seminars
"
1691,"08 & 09. This Will Destroy You - Variations & Rarities
"
1692,"10. DJ Sabrina The Teenage DJ - Charmed
"
1693,"12/1/20 1:16 PM+4REPLY
"
1694,"12/1/20 9:05 PM0REPLY
"
1695,"10. Washed Out - Purple Noon
"
1696,"9. Future Islands - As Long As You Are
"
1697,"8. Bob Dylan - Rough And Rowdy Ways
"
1698,"7. Khruangbin - Mordechai
"
1699,"6. Real Estate - The Main Thing
"
1700,"5. Sufjan Stevens - The Ascension
"
1701,"4. Bruce Hornsby - Non-Secure Connection
"
1702,"3. Doves - The Universal Want
"
1703,"2. Destroyer - Have We Met
"
1704,"1. Fleet Foxes - Shore
"
1705,"12/1/20 1:17 PM+3REPLY
"
1706,"1. Tame Impala The Slow Rush
"
1707,"2. Fleet Foxes Shore
"
1708,"3. The Strokes The New Abnormal
"
1709,"4. Holly Humberstone Falling asleep at the wheel
"
1710,"5. Lime Cordiale 14 steps to a better you
"
1711,"6. Mac Miller Circles
"
1712,"7. Caribou Suddenly
"
1713,"8. Bonny Light Horseman Sefl titled
"
1714,"9. Four Tet Sixteen Oceans
"
1715,"10. Kasbo The Making of a Paracosm
"
1716,"11. Freddie Gibbs Alfredo
"
1717,"12. Palace Winter ...keep dreaming, buddy
"
1718,"13. the Microphones Microphones in 2020
"
1719,"14. Adrianne Lenker Songs/ Instrumentals
"
1720,"15. Bob Dylan Rough and rowdy ways
"
1721,"16. Dehd Flower of devotion
"
1722,"17. Hundredth Somewhere Nowhere
"
1723,"18. Violent Soho Everything is A-OK
"
1724,"19. Grimes Miss anthropocene
"
1725,"20. Logan Ledger Logan Ledger
"
1726,"21. Aidan Knight Aidan Knight
"
1727,"22. Jay Electronica A Written Testamony
"
1728,"23. Kaskade Arkade Destinations Living Room
"
1729,"24. Run The Jewels RTJ4
"
1730,"25. Jason Isbell and The 400 unit Reunions
"
1731,"12/1/20 1:19 PM+4REPLY
"
1732,"12/1/20 1:20 PM+4REPLY
"
1733,"12/1/20 1:26 PM+2REPLY
"
1734,"12/1/20 1:28 PM0REPLY
"
1735,"12/1/20 1:29 PM+5REPLY
"
1736,"12/1/20 1:35 PM+1REPLY
"
1737,"10. Westerman
"
1738,"9. Fiona Apple
"
1739,"8. Destroyer
"
1740,"7. Tame Impala
"
1741,"6. Future Islands (as I wrote in a comment above I think they are getting tragically overlooked as a result of having Spoon/Beach House levels of consistency)
"
1742,"5. Young Jesus
"
1743,"4. Caribou
"
1744,"3. Phoebe Bridgers
"
1745,"2. Moses Sumney
"
1746,"1. Perfume Genius
"
1747,"12/1/20 1:37 PM+4REPLY
"
1748,"12/1/20 9:12 PM0REPLY
"
1749,"12/1/20 1:45 PM+1REPLY
"
1750,"12/1/20 1:47 PM+4REPLY
"
1751,"1. Fetch the Bolt Cutters by Fiona Apple
"
1752,"2. Pixel Bath by Jean Dawson
"
1753,"3. No Dream by Jeff Rosenstock
"
1754,"4. RTJ4 by Run the Jewels
"
1755,"5. The Ends by the OBGMs
"
